"branch_id"	"branch_name"	"supplier_id"	"supplier_name"	"sold_share"	"supplier_avg_supply_time"	"branch_avg_supply_time"	"optimal_reason"
11	"Branch Davidside"	1	"Watkins Group"	0.07142760616977975497	14.9318181818181818	15.1073242580428364	"faster than branch avg"
11	"Branch Davidside"	2	"Solis-Owen"	0.05052067989740457355	15.0666666666666667	15.1073242580428364	"faster than branch avg"
11	"Branch Davidside"	4	"Fox, Potter and Conrad"	0.05735046500377030084	14.9166666666666667	15.1073242580428364	"faster than branch avg"
11	"Branch Davidside"	5	"Shaw Inc"	0.05519909620888818017	14.7941176470588235	15.1073242580428364	"faster than branch avg"
11	"Branch Davidside"	6	"Collins-Smith"	0.04366521890718032849	14.3846153846153846	15.1073242580428364	"faster than branch avg"
11	"Branch Davidside"	7	"Jackson and Sons"	0.04725713992275613046	14.7741935483870968	15.1073242580428364	"faster than branch avg"
11	"Branch Davidside"	11	"Henry-Berry"	0.06814784984743119539	13.0555555555555556	15.1073242580428364	"faster than branch avg"
11	"Branch Davidside"	12	"Wright LLC"	0.05478828206715189583	14.6000000000000000	15.1073242580428364	"faster than branch avg"
11	"Branch Davidside"	13	"Donaldson-Rios"	0.05360178596042670616	14.6785714285714286	15.1073242580428364	"faster than branch avg"
11	"Branch Davidside"	16	"Simmons, Bailey and Terrell"	0.04920445300907845199	14.2592592592592593	15.1073242580428364	"faster than branch avg"
11	"Branch Davidside"	18	"West, Nielsen and Simpson"	0.03457595602126503728	13.3181818181818182	15.1073242580428364	"faster than branch avg"
11	"Branch Davidside"	19	"Phillips-Dixon"	0.03857598845396043752	13.5833333333333333	15.1073242580428364	"faster than branch avg"
12	"Branch East Lacey"	3	"Arnold Inc"	0.03274214168306986749	14.3636363636363636	15.6491385019101998	"faster than branch avg"
12	"Branch East Lacey"	4	"Fox, Potter and Conrad"	0.04059876756157118989	13.9166666666666667	15.6491385019101998	"faster than branch avg"
12	"Branch East Lacey"	5	"Shaw Inc"	0.04998072201140445220	12.6000000000000000	15.6491385019101998	"faster than branch avg"
12	"Branch East Lacey"	8	"Perez, Maldonado and Davis"	0.03876904969662533736	14.6800000000000000	15.6491385019101998	"faster than branch avg"
12	"Branch East Lacey"	10	"Estrada-Daniels"	0.05661302650892537051	15.4333333333333333	15.6491385019101998	"faster than branch avg"
12	"Branch East Lacey"	11	"Henry-Berry"	0.06349898875112454933	14.0000000000000000	15.6491385019101998	"faster than branch avg"
12	"Branch East Lacey"	13	"Donaldson-Rios"	0.04944296759268653991	13.1666666666666667	15.6491385019101998	"faster than branch avg"
12	"Branch East Lacey"	15	"Perez-Russo"	0.04342958799218057726	13.5217391304347826	15.6491385019101998	"faster than branch avg"
12	"Branch East Lacey"	18	"West, Nielsen and Simpson"	0.06035701482037649574	14.2592592592592593	15.6491385019101998	"faster than branch avg"
12	"Branch East Lacey"	20	"Brown-Hernandez"	0.04539458998762150206	14.7307692307692308	15.6491385019101998	"faster than branch avg"
13	"Branch East Williamfort"	2	"Solis-Owen"	0.04364008132976462615	14.9600000000000000	15.7294694318321298	"faster than branch avg"
13	"Branch East Williamfort"	3	"Arnold Inc"	0.04177914603747142545	13.4545454545454545	15.7294694318321298	"faster than branch avg"
13	"Branch East Williamfort"	10	"Estrada-Daniels"	0.05813699700182647353	14.7857142857142857	15.7294694318321298	"faster than branch avg"
13	"Branch East Williamfort"	13	"Donaldson-Rios"	0.08200751266469851700	14.0312500000000000	15.7294694318321298	"faster than branch avg"
13	"Branch East Williamfort"	17	"Hall-Beasley"	0.04087165290110622265	13.2500000000000000	15.7294694318321298	"faster than branch avg"
13	"Branch East Williamfort"	18	"West, Nielsen and Simpson"	0.05206023916464682435	15.6666666666666667	15.7294694318321298	"faster than branch avg"
13	"Branch East Williamfort"	19	"Phillips-Dixon"	0.03669029212089187047	12.9210526315789474	15.7294694318321298	"faster than branch avg"
14	"Branch Jacobstad"	1	"Watkins Group"	0.03239232718060079624	13.0000000000000000	15.6576566430383903	"faster than branch avg"
14	"Branch Jacobstad"	4	"Fox, Potter and Conrad"	0.01384364820846905537	14.6000000000000000	15.6576566430383903	"faster than branch avg"
14	"Branch Jacobstad"	5	"Shaw Inc"	0.10497647484618168657	14.9200000000000000	15.6576566430383903	"faster than branch avg"
14	"Branch Jacobstad"	6	"Collins-Smith"	0.05553745928338762215	14.9565217391304348	15.6576566430383903	"faster than branch avg"
14	"Branch Jacobstad"	8	"Perez, Maldonado and Davis"	0.02848353239232718060	15.6086956521739130	15.6576566430383903	"faster than branch avg"
14	"Branch Jacobstad"	9	"Evans-Rodriguez"	0.06328266377126311980	15.5454545454545455	15.6576566430383903	"faster than branch avg"
14	"Branch Jacobstad"	14	"Johnson PLC"	0.04793702497285559175	13.9411764705882353	15.6576566430383903	"faster than branch avg"
14	"Branch Jacobstad"	15	"Perez-Russo"	0.09042707202316322837	15.4761904761904762	15.6576566430383903	"faster than branch avg"
14	"Branch Jacobstad"	16	"Simmons, Bailey and Terrell"	0.05009952949692363373	15.0000000000000000	15.6576566430383903	"faster than branch avg"
14	"Branch Jacobstad"	18	"West, Nielsen and Simpson"	0.07699963807455664133	14.5000000000000000	15.6576566430383903	"faster than branch avg"
